iter	Logloss
175	0.2231663741
176	0.2226234857
177	0.2218550232
178	0.2211122571
179	0.2206099809
180	0.2200210977
181	0.2192254252
182	0.2184389266
183	0.2178448324
184	0.2173418696
185	0.2168465207
186	0.2163602209
187	0.2157634587
188	0.2152907483
189	0.214552304
190	0.2141354177
191	0.2135373293
192	0.2128896265
193	0.2123351302
194	0.2114725249
195	0.2108529058
196	0.210180895
197	0.2098026861
198	0.2091147456
199	0.2086905107
200	0.2082609087
201	0.207845957
202	0.2073267681
203	0.20656762
204	0.2061598764
205	0.2057138143
206	0.2052319923
207	0.2047968515
208	0.2042730601
209	0.2037549789
210	0.2031712444
211	0.2024965813
212	0.201979171
213	0.2013254458
214	0.2009301839
215	0.2003363081
216	0.1995810448
217	0.1991265732
218	0.1985807204
219	0.198015646
220	0.1976043608
221	0.1971325397
222	0.1964226003
223	0.1960496961
224	0.1955783118
225	0.1951250104
226	0.1946731131
227	0.1943487624
228	0.1939506609
229	0.1935860257
230	0.1932265081
231	0.1927438124
232	0.1923445875
233	0.1919047038
234	0.1912057483
235	0.1909286405
236	0.1904341497
237	0.1900754901
238	0.1896828181
239	0.1892110438
240	0.1886750984
241	0.1882683534
242	0.1878921103
243	0.1873058951
244	0.1867727424
245	0.1863064288
246	0.1860030317
247	0.1856197365
248	0.185293654
249	0.1849578202
250	0.1845705933
251	0.1841512419
252	0.1837456202
253	0.1833636356
254	0.182963459
255	0.1824611516
256	0.1821215889
257	0.1817226605
258	0.1814024756
259	0.1810536921
260	0.1805874877
261	0.1801142468
262	0.1796259656
263	0.1791428642
264	0.1788516054
265	0.1784548769
266	0.1782879352
267	0.1780347454
268	0.1777596191
269	0.1773536698
270	0.1768945643
271	0.1764809388
272	0.1760672041
273	0.1757602497
274	0.1751820383
275	0.1747910201
276	0.1743879884
277	0.1741592158
278	0.1736892045
279	0.1733647758
280	0.1730339035
281	0.1726832322
282	0.1722852711
283	0.171811999
284	0.1714679897
285	0.1711427966
286	0.1707104486
287	0.1703188219
288	0.1700793931
289	0.16971468
290	0.169386538
291	0.1690858556
292	0.1687969996
293	0.1684076196
294	0.1681741196
295	0.1679650991
296	0.1676717965
297	0.1672416484
298	0.166845622
299	0.1664595029
300	0.1661361195
301	0.1658289311
302	0.1653958498
303	0.1650688
304	0.1647891023
305	0.1646131894
306	0.164293847
307	0.1640027754
308	0.1637386798
309	0.1634423816
310	0.1632137806
311	0.1628123402
312	0.1625992321
313	0.1623592104
314	0.1619858693
315	0.1617660991
316	0.1614938124
317	0.1612439926
318	0.1609801934
319	0.1606514742
320	0.1602358672
321	0.1598485311
322	0.1594291172
323	0.1591800307
324	0.1589845373
325	0.1587422065
326	0.158501155
327	0.1583246024
328	0.1579019277
329	0.1575309738
330	0.1571316709
331	0.1568661087
332	0.156538076
333	0.1562387041
334	0.1559686953
335	0.155702587
336	0.1553881437
337	0.1551701208
338	0.1547395671
339	0.1543417621
340	0.15400053
341	0.1536092934
342	0.1531843408
343	0.1528899928
344	0.1526303282
345	0.1521480069
346	0.1519182669
347	0.1517018511
348	0.1515575011
349	0.1513545186
350	0.1511895115
351	0.1508185576
352	0.1505374089
353	0.1502322019
354	0.1500081567
355	0.1497284435
356	0.1494475133
357	0.1492165408
358	0.1488577564
359	0.148506305
360	0.1482232217
361	0.1479617316
362	0.1477069192
363	0.147498788
364	0.14727156
365	0.1470043128
366	0.1468031402
367	0.1465355497
368	0.1461962522
369	0.1459634231
370	0.1457560721
371	0.1453974437
372	0.1452452615
373	0.1450474277
374	0.1448624344
375	0.1447036525
376	0.144427122
377	0.1441110872
378	0.1438441208
379	0.1436509833
380	0.1434312286
381	0.1431548698
382	0.1429277978
383	0.1425945227
384	0.1422641965
385	0.1420509011
386	0.1418706976
387	0.141651801
388	0.1413963021
389	0.1411762511
390	0.1409280071
391	0.1406396347
392	0.1402910073
393	0.139980792
394	0.1396929657
395	0.1395039159
396	0.1393076267
397	0.1389642883
398	0.1387129396
399	0.1386012602
400	0.138436768
401	0.1382268582
402	0.1379740272
403	0.1376685706
404	0.1373489473
405	0.1371654674
406	0.1367764463
407	0.1365677223
408	0.1364096113
409	0.1360855727
410	0.1358565816
411	0.1355589572
412	0.135351419
413	0.1350990717
414	0.1349120345
415	0.1347021091
416	0.1345629078
417	0.1342519436
418	0.1340487428
419	0.1337683742
420	0.1334926551
421	0.1332979729
422	0.1329889746
423	0.1328318777
424	0.1325082759
425	0.1323046226
426	0.132053305
427	0.1317750896
428	0.1315553193
429	0.1312948902
430	0.1311183688
431	0.1307638593
432	0.1305570388
433	0.1304112534
434	0.1302452243
435	0.1299790692
436	0.1297495633
437	0.1295023569
438	0.1292919713
439	0.1290571529
440	0.1288608169
441	0.1286415303
442	0.1283580647
443	0.1282103057
444	0.1280455872
445	0.1277581197
446	0.127561893
447	0.1273731161
448	0.127195175
449	0.1270087072
450	0.1267375439
451	0.1265820774
452	0.1263874811
453	0.1261174645
454	0.1258439062
455	0.1256404947
456	0.1253476757
457	0.1250902344
458	0.1248671175
459	0.1246567943
460	0.1244436471
461	0.1241106841
462	0.123989113
463	0.1237704193
464	0.1236020656
465	0.1233511303
466	0.1231246745
467	0.1228578564
468	0.1227082563
469	0.1224074881
470	0.122183318
471	0.1218878623
472	0.121645906
473	0.1214439689
474	0.121263937
475	0.1210330659
476	0.1208756648
477	0.1206317114
478	0.1202753219
479	0.1199663158
480	0.1198619694
481	0.119620996
482	0.1194544755
483	0.1191568511
484	0.1189507951
485	0.1187796017
486	0.1186136351
487	0.1184348358
488	0.1183335786
489	0.1180956086
490	0.1177999032
491	0.1175967882
492	0.1174274749
493	0.1172589183
494	0.1170674814
495	0.1167906233
496	0.1166066987
497	0.1162945176
498	0.116096793
499	0.1159063546
500	0.115716353
501	0.1155157421
502	0.1153402972
503	0.1151154485
504	0.1149054529
505	0.114583817
506	0.1144293725
507	0.1141585836
508	0.1139636986
509	0.1137269845
510	0.1134790214
511	0.1133100202
512	0.1131122488
513	0.1129357274
514	0.112756577
515	0.1126265575
516	0.1124289811
517	0.1122434027
518	0.1121391109
519	0.1120034902
520	0.1118307991
521	0.1116027676
522	0.1114583552
523	0.1112543352
524	0.1111116624
525	0.1109297895
526	0.1107231093
527	0.1105630013
528	0.110365776
529	0.1101375182
530	0.1099678227
531	0.1098084167
532	0.1095583083
533	0.1093527515
534	0.1092256183
535	0.1090230805
536	0.1089181881
537	0.1088126871
538	0.1086422817
539	0.1084834218
540	0.1083094669
541	0.1081824976
542	0.1080455039
543	0.1078274889
544	0.1076740897
545	0.10755223
546	0.1073991272
547	0.1072159438
548	0.1070239919
549	0.1068310884
550	0.1066714718
551	0.106568514
552	0.1064192415
553	0.106246839
554	0.1060477103
555	0.1058278932
556	0.1056318147
557	0.1053717756
558	0.1052402348
559	0.1050772638
560	0.1049842444
561	0.1048635783
562	0.1046714081
563	0.104460375
564	0.104314886
565	0.1040670711
566	0.1039912374
567	0.1037736826
568	0.1035476404
569	0.1034301727
570	0.1031745645
571	0.1029568538
572	0.1028273179
573	0.1026345313
574	0.1024876304
575	0.1023267578
576	0.1021260455
577	0.1019838875
578	0.1018245518
579	0.1015984003
580	0.1014320436
581	0.1012483374
582	0.1010387709
583	0.1008249529
584	0.1007263714
585	0.1005249882
586	0.1003066611
587	0.1001505081
588	0.0999707337
589	0.09981769336
590	0.09955005607
591	0.09925566129
592	0.09914019064
593	0.09892614634
594	0.0987946836
595	0.09857028735
596	0.09843740483
597	0.09827168783
598	0.09806671611
599	0.09794555851
600	0.09776945836
601	0.09759302276
602	0.0974506854
603	0.09729251979
604	0.09704352693
605	0.09693019375
606	0.09672542486
607	0.09653738915
608	0.09638871737
609	0.09622290676
610	0.09613519212
611	0.09597753357
612	0.09576784224
613	0.0955458331
614	0.09542670377
615	0.0952390113
616	0.0950832952
617	0.09493417876
618	0.09477084107
619	0.09466125239
620	0.09451771368
621	0.09439834251
622	0.0942440072
623	0.09413591631
624	0.09398538788
625	0.09383618563
626	0.09365139515
627	0.0934830414
628	0.09329672971
629	0.09315376828
630	0.09299798977
631	0.09288260493
632	0.0927090323
633	0.09262246442
634	0.09240003402
635	0.0922533515
636	0.09205123496
637	0.09195253649
638	0.09187086765
639	0.09168471978
640	0.09146289786
641	0.09124617001
642	0.0911593525
643	0.09098265946
644	0.09072918102
645	0.09061743925
646	0.09048188098
647	0.09028012328
648	0.09007299068
649	0.08997938628
650	0.08983255554
651	0.08974753226
652	0.08959107506
653	0.08948676767
654	0.08936634337
655	0.08915518544
656	0.08901564085
657	0.0888541442
658	0.08874857304
659	0.08856045932
660	0.0884130279
661	0.08827217274
662	0.08814493815
663	0.08795474156
664	0.08778193343
665	0.08769850936
666	0.08755117935
667	0.08738615664
668	0.08730210068
669	0.08716550488
670	0.08702444689
671	0.08693866691
672	0.08675006952
673	0.08656050481
674	0.08638885124
675	0.08624105317
676	0.08608769298
677	0.08596640277
678	0.08573241127
679	0.08560346046
680	0.08545811971
681	0.08525854629
682	0.08507690742
683	0.08488103948
684	0.08471745996
685	0.08454955867
686	0.08436431573
687	0.08427632806
688	0.0841861639
689	0.08403352921
690	0.08387862441
691	0.08371176066
692	0.08355471059
693	0.08345311015
694	0.08324170259
695	0.08309930283
696	0.08296002347
697	0.08279103784
698	0.08260066963
699	0.08247609519
700	0.08236612425
701	0.08226856474
702	0.08209858838
703	0.08199338386
704	0.08183010858
705	0.08170928643
706	0.08160565772
707	0.08142866825
708	0.08122020948
709	0.08110523029
710	0.08094410028
711	0.08074930889
712	0.08064461925
713	0.08047096861
714	0.0803550611
715	0.08024109604
716	0.08011223105
717	0.0799760721
718	0.07989876402
719	0.07978781796
720	0.0796370555
721	0.07947683822
722	0.07938246932
723	0.07921544174
724	0.07911048686
725	0.07898177008
726	0.07888270497
727	0.07877044054
728	0.07861305502
729	0.07842899003
730	0.07824318541
731	0.07810961639
732	0.0779723107
733	0.07785123111
734	0.07773124367
735	0.07762263791
736	0.07747483205
737	0.07731498141
738	0.07715021613
739	0.07701852717
740	0.07687037805
741	0.07673807281
742	0.07659100024
743	0.07646300115
744	0.07634969918
745	0.07619124492
746	0.07606686551
747	0.07596120074
748	0.07585499769
749	0.07573541591
750	0.07567584734
751	0.07551639455
752	0.07543289247
753	0.07526242465
754	0.07512387859
755	0.07501060782
756	0.07493904909
757	0.07480209444
758	0.07472597212
759	0.07461114115
760	0.07450551538
761	0.07439476434
762	0.07428459058
763	0.07419182089
764	0.07406552243
765	0.07394934188
766	0.07386915523
767	0.07372246491
768	0.07359939606
769	0.07350047917
770	0.07335719789
771	0.07321862843
772	0.07305758424
773	0.07291777441
774	0.07285418052
775	0.07274897601
776	0.07259061536
777	0.07244694404
778	0.07230026152
779	0.07220376294
780	0.07213392043
781	0.07202178861
782	0.07195821033
783	0.07188184617
784	0.0717516706
785	0.07164948508
786	0.07152464541
787	0.07141132784
788	0.07128282169
789	0.07116524476
790	0.07103563866
791	0.07100273398
792	0.07087491431
793	0.07078961019
794	0.07064994079
795	0.07050065273
796	0.07040154861
797	0.07020914433
798	0.07010144349
799	0.06997137713
800	0.06987859184
801	0.06976700609
802	0.06968991644
803	0.06956240102
804	0.06947273613
805	0.0692983132
806	0.06919505894
807	0.069062075
808	0.06892897405
809	0.06877961578
810	0.0686677258
811	0.06856933157
812	0.06846994661
813	0.0684422062
814	0.06832072876
815	0.0681890476
816	0.06807817954
817	0.06794161494
818	0.06785496905
819	0.06771373164
820	0.067652088
821	0.06753666416
822	0.06742363522
823	0.06733714535
824	0.06715056843
825	0.06700419795
826	0.06691722441
827	0.06683327767
828	0.06673412674
829	0.06661303936
830	0.06650332585
831	0.06639728663
832	0.06625837392
833	0.06618351537
834	0.06610208055
835	0.06600908463
836	0.06591413065
837	0.06578615497
838	0.06567704994
839	0.06554947992
840	0.06546007246
841	0.06539885788
842	0.06529872793
843	0.06522003907
844	0.06515681573
845	0.06499991388
846	0.06485304023
847	0.06474012831
848	0.06467739253
849	0.06457667751
850	0.06452128639
851	0.06444942732
852	0.06435284293
853	0.06418798014
854	0.06412639111
855	0.06405224244
856	0.06398477535
857	0.06389478282
858	0.06378444133
859	0.06370228102
860	0.06362940002
861	0.06352990585
862	0.06346161575
863	0.06334206517
864	0.06326623928
865	0.06315341318
866	0.06305907938
867	0.06299358594
868	0.06293475847
869	0.06287312264
870	0.06276149399
871	0.06264164306
872	0.06258317444
873	0.06250139248
874	0.0624440355
875	0.06232651709
876	0.0622115691
877	0.062113366
878	0.06204598862
879	0.06197723826
880	0.0618954953
881	0.06175065382
882	0.06160757537
883	0.06152142094
884	0.06145799477
885	0.06138925611
886	0.06130062486
887	0.06124482028
888	0.06109974867
889	0.06103921278
890	0.06088373851
891	0.06079532569
892	0.06066745532
893	0.06057428777
894	0.06044883182
895	0.06037340379
896	0.06030619803
897	0.06020808464
898	0.06010919505
899	0.06004266797
900	0.0599400963
901	0.0598840616
902	0.05979461904
903	0.05971942894
904	0.05960747654
905	0.05949119069
906	0.05937359426
907	0.05926087736
908	0.05916609501
909	0.05906927659
910	0.05893887089
911	0.05887895908
912	0.05878817474
913	0.0586697241
914	0.05854546171
915	0.0584196235
916	0.05835487116
917	0.05826075189
918	0.05815369464
919	0.05806498147
920	0.05801184485
921	0.05792083428
922	0.05783181688
923	0.05777334826
924	0.05768654634
925	0.05761223775
926	0.05750204449
927	0.05738261872
928	0.05729758764
929	0.05719966537
930	0.05712478731
931	0.0570556469
932	0.05697580349
933	0.05687036495
934	0.05678403889
935	0.05668757932
936	0.0566482856
937	0.0565899613
938	0.05646328448
939	0.05636467183
940	0.05629604628
941	0.05624679846
942	0.05619889242
943	0.05609502968
944	0.05605329034
945	0.05601130526
946	0.05595417452
947	0.05586875338
948	0.05580237843
949	0.05575770591
950	0.0556563746
951	0.05559529654
952	0.05547168162
953	0.05537063505
954	0.05531390606
955	0.05525943545
956	0.05521365909
957	0.05516056927
958	0.05505004446
959	0.0549644283
960	0.05487750157
961	0.05477868219
962	0.05470755641
963	0.05459206236
964	0.05451666553
965	0.05441965599
966	0.05433049816
967	0.05429374757
968	0.05422142044
969	0.05411254945
970	0.05404644363
971	0.05399357614
972	0.05391791018
973	0.05382399764
974	0.05376318871
975	0.05369066266
976	0.05363062213
977	0.05355385622
978	0.05349524718
979	0.05342279134
980	0.05334942668
981	0.05329995263
982	0.0532230775
983	0.05318794172
984	0.05312995287
985	0.05301464603
986	0.05293821167
987	0.05286363785
988	0.05276298133
989	0.05270990711
990	0.05263396421
991	0.05256258881
992	0.05247596632
993	0.05241705304
994	0.05235431726
995	0.05228361664
996	0.05224507572
997	0.05217288121
998	0.0521206924
999	0.052039359
